date,Adj Close,Close,High,Low,Open,Volume,last_close,delta_close,direction
2014-05-12,18.68560791015625,21.17250061035156,21.2021427154541,20.97857093811035,20.981786727905277,213208800,,,0
2014-05-13,18.714921951293945,21.205713272094727,21.233570098876957,21.0964298248291,21.14285659790039,159737200,21.17250061035156,0.033212661743167615,1
2014-05-14,18.718393325805664,21.20964241027832,21.33571434020996,21.13357162475586,21.1582145690918,166404000,21.205713272094727,0.00392913818359375,1
2014-05-15,18.55921745300293,21.029285430908203,21.30714225769043,21.001428604125977,21.23928642272949,230846000,21.20964241027832,-0.1803569793701172,0
2014-05-16,18.8331241607666,21.339643478393555,21.340356826782227,20.90714263916016,21.022499084472656,276256400,21.029285430908203,0.31035804748535156,1
2014-05-19,19.056283950805664,21.592500686645508,21.690357208251957,21.333213806152344,21.35178565979004,317755200,21.339643478393555,0.2528572082519531,1
2014-05-20,19.06005859375,21.59678649902344,21.65714263916016,21.45464324951172,21.589643478393555,234836000,21.592500686645508,0.00428581237793324,1
2014-05-21,19.110492706298828,21.653928756713867,21.667856216430664,21.50214385986328,21.565357208251957,196859600,21.59678649902344,0.057142257690426135,1
2014-05-22,19.14075088500977,21.688213348388672,21.780357360839844,21.575000762939453,21.66428565979004,200760000,21.653928756713867,0.03428459167480469,1
2014-05-23,19.35697555541992,21.93321418762207,21.95464324951172,21.659643173217773,21.6875,232209600,21.688213348388672,0.24500083923339844,1
2014-05-27,19.719451904296875,22.343929290771484,22.35214233398437,21.986785888671875,21.99571418762207,348866000,21.93321418762207,0.41071510314941406,1
2014-05-28,19.668386459350582,22.28607177734375,22.49392890930176,22.277856826782227,22.35785675048828,315481600,22.343929290771484,-0.057857513427734375,0
2014-05-29,20.026762008666992,22.692142486572266,22.74535751342773,22.42035675048828,22.423213958740234,376474000,22.28607177734375,0.4060707092285156,1
2014-05-30,19.951744079589844,22.60714340209961,23.00607109069824,22.46071434020996,22.78499984741211,564020800,22.692142486572266,-0.08499908447265625,0
2014-06-02,19.81464195251465,22.45178604125977,22.67250061035156,22.23214340209961,22.641429901123047,369350800,22.60714340209961,-0.1553573608398402,0
2014-06-03,20.094839096069336,22.769285202026367,22.812143325805664,22.4375,22.44499969482422,292709200,22.45178604125977,0.317499160766598,1
2014-06-04,20.32431030273437,23.029285430908203,23.13892936706543,22.71821403503418,22.765714645385746,335482000,22.769285202026367,0.26000022888183594,1
2014-06-05,20.404052734375,23.11964225769043,23.19178581237793,22.95035743713379,23.07857131958008,303805600,23.029285430908203,0.09035682678222656,1
2014-06-06,20.347938537597656,23.05607032775879,23.259286880493164,23.016786575317383,23.21071434020996,349938400,23.11964225769043,-0.06357192993164062,0
2014-06-09,20.673534393310547,23.424999237060547,23.46999931335449,22.9375,23.174999237060547,301660000,23.05607032775879,0.3689289093017578,1
2014-06-10,20.79488754272461,23.5625,23.762500762939453,23.39249992370605,23.6825008392334,251108000,23.424999237060547,0.13750076293945312,1
2014-06-11,20.708837509155277,23.46500015258789,23.690000534057617,23.36750030517578,23.53249931335449,182724000,23.5625,-0.09749984741210938,0
2014-06-12,20.36244010925293,23.07250022888184,23.530000686645508,22.975000381469727,23.51000022888184,218996000,23.46500015258789,-0.39249992370605113,0
2014-06-13,20.139598846435547,22.81999969482422,23.11000061035156,22.71999931335449,23.049999237060547,218100000,23.07250022888184,-0.25250053405762074,0
2014-06-16,20.34258079528809,23.049999237060547,23.1875,22.862499237060547,22.877500534057617,142244000,22.81999969482422,0.22999954223632812,1
2014-06-17,20.316112518310547,23.020000457763672,23.174999237060547,22.950000762939453,23.07749938964844,118904000,23.049999237060547,-0.029998779296875,0
2014-06-18,20.33816909790039,23.045000076293945,23.07250022888184,22.837499618530277,23.0674991607666,134056000,23.020000457763672,0.024999618530273438,1
2014-06-19,20.267566680908203,22.96500015258789,23.075000762939453,22.834999084472656,23.07250022888184,142112000,23.045000076293945,-0.07999992370605469,0
2014-06-20,20.05796813964844,22.727500915527344,23.137500762939453,22.725000381469727,22.962499618530277,403592000,22.96500015258789,-0.23749923706054688,0
2014-06-23,20.040313720703125,22.707500457763672,22.905000686645508,22.649999618530277,22.82999992370605,174776000,22.727500915527344,-0.020000457763671875,0
2014-06-24,19.918960571289062,22.56999969482422,22.934999465942383,22.54750061035156,22.6875,156144000,22.707500457763672,-0.13750076293945312,0
2014-06-25,19.93661499023437,22.59000015258789,22.674999237060547,22.412500381469727,22.552499771118164,147476000,22.56999969482422,0.020000457763671875,1
2014-06-26,20.055757522583008,22.725000381469727,22.762500762939453,22.450000762939453,22.592500686645508,130516000,22.59000015258789,0.13500022888183594,1
