date,Adj Close,Close,High,Low,Open,Volume,last_close,delta_close,direction,RSI_14,SMA_5,SMA_10,SMA_20,SMA_50,SMA_100,EMA_20,EMA_50,EMA_100,MACD,MACD_Signal,BBU_20_2.0,BBL_20_2.0,momentum_10,ATR_14,week_day,next_close,next_delta_close,week_day_num
2014-05-12,18.68560791015625,21.17250061035156,21.2021427154541,20.97857093811035,20.98178672790528,213208800,,,0,,,,,,,,,,,,,,,,Monday,21.205713272094727,0.0332126617431676,0
2014-05-13,18.714921951293945,21.205713272094727,21.23357009887696,21.0964298248291,21.14285659790039,159737200,21.17250061035156,0.0332126617431676,1,,,,,,,,,,,,,,,,Tuesday,21.20964241027832,0.0039291381835937,1
2014-05-14,18.718393325805664,21.20964241027832,21.33571434020996,21.13357162475586,21.1582145690918,166404000,21.205713272094727,0.0039291381835937,1,,,,,,,,,,,,,,,,Wednesday,21.029285430908203,-0.1803569793701172,2
2014-05-15,18.55921745300293,21.029285430908203,21.30714225769043,21.001428604125977,21.23928642272949,230846000,21.20964241027832,-0.1803569793701172,0,,,,,,,,,,,,,,,,Thursday,21.339643478393555,0.3103580474853515,3
2014-05-16,18.8331241607666,21.339643478393555,21.340356826782227,20.90714263916016,21.022499084472656,276256400,21.029285430908203,0.3103580474853515,1,,21.191357040405272,,,,,,,,,,,,,,Friday,21.592500686645508,0.2528572082519531,4
2014-05-19,19.056283950805664,21.592500686645508,21.69035720825196,21.333213806152344,21.35178565979004,317755200,21.339643478393555,0.2528572082519531,1,,21.275357055664063,,,,,,,,,,,,,,Monday,21.59678649902344,0.0042858123779332,0
2014-05-20,19.06005859375,21.59678649902344,21.65714263916016,21.45464324951172,21.589643478393555,234836000,21.592500686645508,0.0042858123779332,1,,21.353571701049805,,,,,,,,,,,,,,Tuesday,21.653928756713867,0.0571422576904261,1
2014-05-21,19.110492706298828,21.653928756713867,21.667856216430664,21.50214385986328,21.56535720825196,196859600,21.59678649902344,0.0571422576904261,1,,21.442428970336913,,,,,,,,,,,,,,Wednesday,21.688213348388672,0.0342845916748046,2
2014-05-22,19.14075088500977,21.688213348388672,21.780357360839844,21.575000762939453,21.66428565979004,200760000,21.653928756713867,0.0342845916748046,1,,21.57421455383301,,,,,,,,,,,,,,Thursday,21.93321418762207,0.2450008392333984,3
2014-05-23,19.35697555541992,21.93321418762207,21.95464324951172,21.659643173217773,21.6875,232209600,21.688213348388672,0.2450008392333984,1,,21.69292869567871,21.44214286804199,,,,,,,,,,,,,Friday,22.343929290771484,0.410715103149414,4
2014-05-27,19.719451904296875,22.343929290771484,22.35214233398437,21.986785888671875,21.99571418762207,348866000,21.93321418762207,0.410715103149414,1,,21.843214416503905,21.559285736083986,,,,,,,,,,,1.1714286804199254,,Tuesday,22.28607177734375,-0.0578575134277343,1
2014-05-28,19.668386459350582,22.28607177734375,22.49392890930176,22.277856826782227,22.35785675048828,315481600,22.343929290771484,-0.0578575134277343,0,,21.98107147216797,21.667321586608885,,,,,,,,,,,1.0803585052490234,,Wednesday,22.692142486572266,0.4060707092285156,2
2014-05-29,20.026762008666992,22.692142486572266,22.74535751342773,22.42035675048828,22.423213958740234,376474000,22.28607177734375,0.4060707092285156,1,,22.188714218139648,21.815571594238282,,,,,,,,,,,1.4825000762939453,,Thursday,22.60714340209961,-0.0849990844726562,3
2014-05-30,19.951744079589844,22.60714340209961,23.00607109069824,22.46071434020996,22.78499984741211,564020800,22.692142486572266,-0.0849990844726562,0,,22.372500228881837,21.97335739135742,,,,,,,,,,,1.5778579711914062,,Friday,22.45178604125977,-0.1553573608398402,4
2014-06-02,19.81464195251465,22.45178604125977,22.67250061035156,22.23214340209961,22.641429901123047,369350800,22.60714340209961,-0.1553573608398402,0,76.52551253815864,22.476214599609374,22.084571647644044,,,,,,,,,,,1.1121425628662145,0.3355989301265559,Monday,22.769285202026367,0.317499160766598,0
2014-06-03,20.094839096069336,22.769285202026367,22.812143325805664,22.4375,22.44499969482422,292709200,22.45178604125977,0.317499160766598,1,80.80099074887053,22.561285781860352,22.20225009918213,,,,,,,,,,,1.1767845153808594,0.3397554010642554,Tuesday,23.029285430908203,0.2600002288818359,1
2014-06-04,20.32431030273437,23.029285430908203,23.13892936706543,22.71821403503418,22.765714645385746,335482000,22.769285202026367,0.2600002288818359,1,83.45799662993832,22.709928512573242,22.345499992370605,,,,,,,,,,,1.432498931884762,0.3480823276364563,Wednesday,23.11964225769043,0.0903568267822265,2
2014-06-05,20.404052734375,23.11964225769043,23.19178581237793,22.95035743713379,23.07857131958008,303805600,23.029285430908203,0.0903568267822265,1,84.27259349366635,22.795428466796874,22.49207134246826,,,,,,,,,,,1.4657135009765625,0.3374469140808406,Thursday,23.05607032775879,-0.0635719299316406,3
2014-06-06,20.347938537597656,23.05607032775879,23.259286880493164,23.016786575317383,23.21071434020996,349938400,23.11964225769043,-0.0635719299316406,0,81.24134969552274,22.88521385192871,22.628857040405272,,,,,,,,,,,1.3678569793701172,0.3282394265409035,Friday,23.424999237060547,0.3689289093017578,4
2014-06-09,20.673534393310547,23.424999237060547,23.46999931335449,22.9375,23.174999237060547,301660000,23.05607032775879,0.3689289093017578,1,84.68431669836336,23.07985649108887,22.77803554534912,22.110089206695555,,,22.110089206695555,,,,,23.58853458871113,20.63164382467998,1.4917850494384766,0.34755418417906647,Monday,23.5625,0.1375007629394531,0
2014-06-10,20.79488754272461,23.5625,23.762500762939453,23.39249992370605,23.6825008392334,251108000,23.424999237060547,0.1375007629394531,1,85.73517649888925,23.238499450683594,22.899892616271973,22.229589176177978,,,22.248414044153122,,,,,23.770616341441645,20.68856201091431,1.2185707092285156,0.34962874657826576,Tuesday,23.46500015258789,-0.0974998474121093,1
2014-06-11,20.70883750915528,23.46500015258789,23.690000534057617,23.36750030517578,23.53249931335449,182724000,23.5625,-0.0974998474121093,0,81.46670800481803,23.325642395019532,23.017785453796385,22.342553520202635,,,22.364279387813575,,,,,23.897964923893394,20.787142116511877,1.1789283752441406,0.347173031189055,Wednesday,23.07250022888184,-0.3924999237060511,2
2014-06-12,20.36244010925293,23.07250022888184,23.530000686645508,22.975000381469727,23.51000022888184,218996000,23.46500015258789,-0.3924999237060511,0,67.00442536052144,23.31621398925781,23.055821228027344,22.435696411132813,,,22.43172899172484,,,,,23.930510501617736,20.94088232064789,0.38035774230957387,0.3656334138995957,Thursday,22.81999969482422,-0.2525005340576207,3
2014-06-13,20.139598846435547,22.81999969482422,23.11000061035156,22.71999931335449,23.049999237060547,218100000,23.07250022888184,-0.2525005340576207,0,59.666178634884965,23.2689998626709,23.077106857299803,22.525232124328614,,,22.46870715392478,,,,,23.88034910196349,21.17011514669374,0.21285629272460938,0.36776089394831823,Friday,23.049999237060547,0.2299995422363281,4
2014-06-16,20.34258079528809,23.049999237060547,23.1875,22.862499237060547,22.877500534057617,142244000,22.81999969482422,0.2299995422363281,1,63.57900017255117,23.1939998626709,23.136928176879884,22.610749912261962,,,22.52406830469961,,,,,23.868144389706966,21.353355434816958,0.5982131958007777,0.36773849839622424,Monday,23.020000457763672,-0.029998779296875,0
